tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound
"['cant', 'stop', 'slut', 'ramadan']",cant stop slut ramadan,positive,"{'neg': 0.0, 'neu': 0.287, 'pos': 0.713, 'compound': 0.6072}",0.0,0.287,0.713,0.6072
"['care', 'gaza', 'ramadan', 'link', 'donate']",care gaza ramadan link donate,positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.0,0.556,0.444,0.4939
"['care', 'gaza', 'working', 'ramadan', 'support', 'link']",care gaza working ramadan support link,positive,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",0.0,0.404,0.596,0.7096
"['careforgaza', 'team', 'delivered', 'cash', 'families', 'struggling', 'make', 'ends', 'meet', 'month', 'ramadan', 'thank', 'support', 'generosity', 'link', 'donate']",careforgaza team delivered cash families struggling make ends meet month ramadan thank support generosity link donate,positive,"{'neg': 0.12, 'neu': 0.515, 'pos': 0.365, 'compound': 0.6908}",0.12,0.515,0.365,0.6908
"['cat', 'climbs', 'man', 'leading', 'nightly', 'ramadan', 'prayer']",cat climbs man leading nightly ramadan prayer,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['celebrate', 'ramadan', 'exclusive', 'rewards', 'kucoin', 'ramadan', 'kucoin', 'offers', 'chance', 'deposit', 'trade', 'share', 'take', 'part', 'enjoy', 'amazing', 'rewards', 'start', 'ramadan', 'trading', 'journey', 'kucoin', 'today', 'kucoin', 'ramadantrading']",celebrate ramadan exclusive rewards kucoin ramadan kucoin offers chance deposit trade share take part enjoy amazing rewards start ramadan trading journey kucoin today kucoin ramadantrading,positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9666}",0.0,0.429,0.571,0.9666
"['celebrating', 'year', 'camel', 'saudi', 'arabia', 'comes', 'healthy', 'choice', 'pick', 'noug', 'offers', 'exceptional', 'healthy', 'lactose-free', 'dairy', 'products', 'making', 'perfect', 'wellness', 'journey', 'love', 'ramadan kareem', '']",celebrating year camel saudi arabia comes healthy choice pick noug offers exceptional healthy lactose-free dairy products making perfect wellness journey love ramadan kareem,positive,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.9647}",0.0,0.457,0.543,0.9647
"['change', 'life', 'ramadan', 'mubarak', 'giving', 'away', 'lucky', 'charity', 'decrease', 'wealth', 'sahih', 'muslim', 'like', 'rt', 'post', 'comment', 'done', 'winners', 'announced', 'h', 'must', 'follower', 'dm']",change life ramadan mubarak giving away lucky charity decrease wealth sahih muslim like rt post comment done winners announced h must follower dm,positive,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.9413}",0.0,0.503,0.497,0.9413
"['change', 'someone s', 'life', 'ramadan', 'mubarak', 'challenge', 'group', 'lucky', 'people', 'give', 'free', 'like', 'rt', 'post', 'comment', 'done', 'join', 'group', 'start', 'soon', 'sacred', 'fast', 'ends']",change someone s life ramadan mubarak challenge group lucky people give free like rt post comment done join group start soon sacred fast ends,positive,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8779}",0.0,0.611,0.389,0.8779
"['chase', 'world', 'years', 'yet', 'feel', 'empty', 'fast', 'hours', 'yet', 'full', 'minutes', 'ramadan', 'reminds', 'us', 'true', 'fulfillment', 'lies']",chase world years yet feel empty fast hours yet full minutes ramadan reminds us true fulfillment lies,negative,"{'neg': 0.215, 'neu': 0.654, 'pos': 0.131, 'compound': -0.2023}",0.215,0.654,0.131,-0.2023
"['child', 'given', 'free', 'bacon', 'egg', 'roll', 'morning', 'schools', 'especially', 'ramadan', 'press', '', 'strong', 'australia']",child given free bacon egg roll morning schools especially ramadan press strong australia,positive,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7823}",0.0,0.616,0.384,0.7823
"['child', 'rahaf', 'abu', 'mustafa', 'artist', 'hani', 'dahman', 'city', 'khan', 'yunis', 'southern', 'gaza', 'despite', 'destruction', 'rubble', 'surrounding', 'express', 'joy', 'decorating', 'city', 'streets', 'occasion', 'advent', 'month', 'ramadan']",child rahaf abu mustafa artist hani dahman city khan yunis southern gaza despite destruction rubble surrounding express joy decorating city streets occasion advent month ramadan,positive,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7781}",0.0,0.772,0.228,0.7781
"['children', 'gaza', 'celebrating', 'ramadan', 'netanyahu', 'cutting', 'aid', 'weaponizing', 'starvation']",children gaza celebrating ramadan netanyahu cutting aid weaponizing starvation,positive,"{'neg': 0.123, 'neu': 0.574, 'pos': 0.303, 'compound': 0.4939}",0.123,0.574,0.303,0.4939
"['children', 'village', 'kosovo', 'wait', 'light', 'maret', 'lit', 'maghrib', 'call', 'prayer', 'made', 'run', 'tell', 'families', 'break', 'fast', 'ramadan']",children village kosovo wait light maret lit maghrib call prayer made run tell families break fast ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['', '', '', 'china', 'bans', 'muslims', 'fasting', 'ramadan', 'forces', 'uyghur', 'people', 'drink', 'alcohol', 'eat', 'pork', 'holy', 'month', 'ramadan', 'according', 'reports', 'china', 'employing', 'spies', 'ensure', 'uyghurs', 'fasting', 'ramadan']",china bans muslims fasting ramadan forces uyghur people drink alcohol eat pork holy month ramadan according reports china employing spies ensure uyghurs fasting ramadan,positive,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}",0.0,0.898,0.102,0.3818
"['christian', 'association', 'nigeria', 'threatens', 'legal', 'action', 'school', 'closures', 'ramadan', 'northern', 'states', 'sahara', 'reporters']",christian association nigeria threatens legal action school closures ramadan northern states sahara reporters,negative,"{'neg': 0.172, 'neu': 0.728, 'pos': 0.099, 'compound': -0.2732}",0.172,0.728,0.099,-0.2732
"['clock', 'tower', 'signals', 'entry', 'month', 'ramadan']",clock tower signals entry month ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['comeonnn', 'post', 'things', 'like', 'ramadan']",comeonnn post things like ramadan,positive,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612
"['considered', 'child', 'abuse', 'refuse', 'allow', 'child', 'eat', 'everyone', 'else', 'school', 'eating', 'regardless', 'whether', 'ramadan']",considered child abuse refuse allow child eat everyone else school eating regardless whether ramadan,negative,"{'neg': 0.332, 'neu': 0.57, 'pos': 0.098, 'compound': -0.6705}",0.332,0.57,0.098,-0.6705
"['consistency', 'sharing', 'love', 'different', 'religion', 'po', 'supporting', 'breaking', 'fasting', 'people', 'grassroot', 'dawaki', 'central', 'mosque', 'abuja', 'hosted', 'obidient', 'love', 'unisim', 'break', 'fast', 'th', 'day', 'ramadan']",consistency sharing love different religion po supporting breaking fasting people grassroot dawaki central mosque abuja hosted obidient love unisim break fast th day ramadan,positive,"{'neg': 0.098, 'neu': 0.518, 'pos': 0.384, 'compound': 0.8885}",0.098,0.518,0.384,0.8885
['converted'],converted,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['converted', 'art', 'gallery', 'host', 'taraweeh', 'night', 'prayers', 'ramadan', 'really', 'things']",converted art gallery host taraweeh night prayers ramadan really things,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['copenhagen', 'counter', 'demonstration', 'overlooks', 'ramadan', 'event', 'swedish', 'israeli', 'flag', 'flag', 'reads', 'god', 'bless', 'denmark', 'f', 'k', 'islam', 'another', 'reads', 'patriots', 'go', 'f', 'k', 'islam']",copenhagen counter demonstration overlooks ramadan event swedish israeli flag flag reads god bless denmark f k islam another reads patriots go f k islam,positive,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6486}",0.0,0.769,0.231,0.6486
"['could', 'tell', 'things', 'ramadan', 'like', 'wealthy', 'families', 'sometimes', 'take', 'vacation', 'leave', 'country', 'entire', 'period', 'hard', 'poor', 'labourers', 'oil', 'fields', 'die', 'result', 'heat', 'increase', 'accidents', 'ramadan']",could tell things ramadan like wealthy families sometimes take vacation leave country entire period hard poor labourers oil fields die result heat increase accidents ramadan,negative,"{'neg': 0.329, 'neu': 0.47, 'pos': 0.202, 'compound': -0.5574}",0.329,0.47,0.202,-0.5574
"['crore', 'hindus', 'visited', 'prayagraj', 'kumbh', 'flag', 'march', 'security', 'threat', 'devotees', 'welcomed', 'pride', 'festivals', 'come', 'high', 'threat', 'perception', 'police', 'conducting', 'flag', 'marches', 'ahead', 'ramadan']",crore hindus visited prayagraj kumbh flag march security threat devotees welcomed pride festivals come high threat perception police conducting flag marches ahead ramadan,positive,"{'neg': 0.2, 'neu': 0.471, 'pos': 0.329, 'compound': 0.34}",0.2,0.471,0.329,0.34
"['crossings', 'closed', 'siege', 'tightened', 'prices', 'risen', 'unbearable', 'levels', 'markets', 'full', 'goods', 'eyes', 'stare', 'regret', 'hands', 'empty', 'unable', 'pay', 'gaza', 'ramadan', 'month', 'joy', 'expansion', 'month']",crossings closed siege tightened prices risen unbearable levels markets full goods eyes stare regret hands empty unable pay gaza ramadan month joy expansion month,negative,"{'neg': 0.201, 'neu': 0.671, 'pos': 0.128, 'compound': -0.0516}",0.201,0.671,0.128,-0.0516
"['cute', 'moments', 'ramadan', 'imran', 'khan', 'good', 'night']",cute moments ramadan imran khan good night,positive,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7096}",0.0,0.459,0.541,0.7096
"['daily', 'prayer', 'times', 'haramain', 'ramadan', 'march', 'may', 'all h', 'accept', 'siy m', 'qiy m', 'acts', 'worship', 'may', 'grant', 'us', 'ability', 'utilise', 'precious', 'moments', 'remaining', 'blessed', 'month', 'engage', 'pleases', 'aameen', 'haramaininfo', 'ramadan']",daily prayer times haramain ramadan march may all h accept siy m qiy m acts worship may grant us ability utilise precious moments remaining blessed month engage pleases aameen haramaininfo ramadan,positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.9652}",0.0,0.508,0.492,0.9652
"['day', 'ramadan', 'first', 'day', 'iftar', 'fasting', 'ppl', 'handed', 'water', 'dates', 'dried', 'figs', 'ppl', 'iftar', 'mosque', 'waiting', 'maghrib', 'prayer', 'break', 'fast', 'praying', 'allah', 'accepts', 'us', 'ramadan', 'next', 'plan', 'suhoor']",day ramadan first day iftar fasting ppl handed water dates dried figs ppl iftar mosque waiting maghrib prayer break fast praying allah accepts us ramadan next plan suhoor,positive,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5859}",0.0,0.844,0.156,0.5859
"['day', 'ramadan', 'may', 'allah', 'allow', 'us', 'see']",day ramadan may allah allow us see,positive,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.0,0.759,0.241,0.2263
"['day', 'ramadan', 'may', 'allah', 'continue', 'answer', 'prayers']",day ramadan may allah continue answer prayers,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['day', 'without', 'food', 'feels', 'empty', 'heart', 'without', 'allah', 'emptier', 'let', 'ramadan', 'time', 'refill', 'faith']",day without food feels empty heart without allah emptier let ramadan time refill faith,positive,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.8446}",0.0,0.497,0.503,0.8446
"['daylight', 'savings', 'ramadan', 'diabolical']",daylight savings ramadan diabolical,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['days', 'continuous', 'siege', 'since', 'beginning', 'ramadan', 'goods', 'market', 'high', 'prices', 'please', 'ignore', 'message', 'appeal', 'please', 'help', 'family', 'provide', 'food', 'daily', 'necessities', 'share', 'donation']",days continuous siege since beginning ramadan goods market high prices please ignore message appeal please help family provide food daily necessities share donation,positive,"{'neg': 0.083, 'neu': 0.6, 'pos': 0.317, 'compound': 0.7184}",0.083,0.6,0.317,0.7184
"['days', 'left', 'ramadan']",days left ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['days', 'ramadan', 'allah', 'allow', 'us', 'reach', 'ramadan', 'ramadan', 'h']",days ramadan allah allow us reach ramadan ramadan h,positive,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.25}",0.0,0.7,0.3,0.25
"['days', 'ramadan', 'moon']",days ramadan moon,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['dazt', 'yom', 'framadan', 'imma', 'miss', 'vibes']",dazt yom framadan imma miss vibes,negative,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}",0.242,0.758,0.0,-0.1531
"['dearest', 'reader', 'may', 'come', 'ramadan', 'every', 'single', 'dua', 'answered', '']",dearest reader may come ramadan every single dua answered,positive,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",0.0,0.69,0.31,0.5574
"['deeply', 'troubling', 'witness', 'vulgar', 'images', 'recent', 'fashion', 'show', 'gulmarg', 'fact', 'event', 'descended', 'indecent', 'spectacle', 'took', 'place', 'sacred', 'month', 'ramadan', 'nothing', 'short', 'shocking', 'deplorable', 'private', 'hoteliers']",deeply troubling witness vulgar images recent fashion show gulmarg fact event descended indecent spectacle took place sacred month ramadan nothing short shocking deplorable private hoteliers,negative,"{'neg': 0.131, 'neu': 0.792, 'pos': 0.078, 'compound': -0.3685}",0.131,0.792,0.078,-0.3685
"['delighted', 'break', 'fast', 'peshmerga', 'kirkuk', 'front', 'kurdish', 'farmers', 'area', 'wish', 'everyone', 'good', 'health', 'month', 'ramadan', 'may', 'kurdistan', 'remain', 'safe', 'prosperous']",delighted break fast peshmerga kirkuk front kurdish farmers area wish everyone good health month ramadan may kurdistan remain safe prosperous,positive,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9313}",0.0,0.502,0.498,0.9313
"['despite', 'extensive', 'destruction', 'palestinian', 'family', 'gathered', 'iftar', 'first', 'day', 'ramadan', 'amid', 'rubble', 'home', 'khan', 'yunis', 'city', 'southern', 'gaza', 'strip', 'destroyed', 'israeli', 'genocide', 'lasted', 'nearly', 'months']",despite extensive destruction palestinian family gathered iftar first day ramadan amid rubble home khan yunis city southern gaza strip destroyed israeli genocide lasted nearly months,negative,"{'neg': 0.11, 'neu': 0.788, 'pos': 0.103, 'compound': -0.0521}",0.11,0.788,0.103,-0.0521
"['despite', 'heavy', 'israeli', 'restrictions', 'palestinians', 'performed', 'first', 'friday', 'prayers', 'ramadan', 'alaqsamosque']",despite heavy israeli restrictions palestinians performed first friday prayers ramadan alaqsamosque,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['despite', 'heavy', 'israeli', 'restrictions', 'palestinians', 'performed', 'taraweeh', 'prayers', 'evening', 'alaqsamosque', 'ramadan', 'ramadan']",despite heavy israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['despite', 'israeli', 'restrictions', 'palestinians', 'performed', 'taraweeh', 'prayers', 'evening', 'alaqsamosque', 'ramadan', 'ramadan']",despite israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['despite', 'widespread', 'devastation', 'palestinian', 'families', 'gaza', 'open', 'fasts', 'destroyed', 'homes', 'ramadan']",despite widespread devastation palestinian families gaza open fasts destroyed homes ramadan,negative,"{'neg': 0.22, 'neu': 0.619, 'pos': 0.16, 'compound': -0.2187}",0.22,0.619,0.16,-0.2187
"['distributed', 'freshly', 'prepared', 'meals', 'displaced', 'families', 'part', 'ramadan', 'campaign', 'thankful', 'immense', 'support', 'helping', 'families', 'gaza', 'link', 'donate']",distributed freshly prepared meals displaced families part ramadan campaign thankful immense support helping families gaza link donate,positive,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8591}",0.0,0.553,0.447,0.8591
"['donatetoskmch', 'generously', 'ramadan']",donatetoskmch generously ramadan,positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.0,0.417,0.583,0.4215
"['', '', 'donations', 'almost', 'non-existent', 'light', 'high', 'prices', 'holy', 'month', 'ramadan', 'hope', 'stand', 'idly', 'look', 'tragedy']",donations almost non-existent light high prices holy month ramadan hope stand idly look tragedy,negative,"{'neg': 0.228, 'neu': 0.622, 'pos': 0.15, 'compound': -0.3612}",0.228,0.622,0.15,-0.3612
"['dramatic', 'ass', 'would', 'survive', 'first', 'day', 'ramadan', 'house']",dramatic ass would survive first day ramadan house,negative,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.333,0.667,0.0,-0.5423
"['du a', 'start', 'ramadan', 'strong', '']",du a start ramadan strong,positive,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.0,0.548,0.452,0.5106
"['du aas', 'change', 'life', 'rama n', '', 'thread']",du aas change life rama n thread,positive,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.0,0.632,0.368,0.5423
"['dua', 'fasting', 'person', 'rejected', 'please', 'forget', 'mention', 'palestine', 'oppressed', 'muslims', 'ramadan', '', '', '']",dua fasting person rejected please forget mention palestine oppressed muslims ramadan,negative,"{'neg': 0.472, 'neu': 0.398, 'pos': 0.131, 'compound': -0.7184}",0.472,0.398,0.131,-0.7184
