tweet_clean,Tweet,sentiment,neg,neu,pos,compound
"['crore', 'hindus', 'visited', 'prayagraj', 'kumbh', 'flag', 'march', 'security', 'threat', 'devotees', 'welcomed', 'pride', 'festivals', 'come', 'high', 'threat', 'perception', 'police', 'conducting', 'flag', 'marches', 'ahead', 'ramadan']",crore hindus visited prayagraj kumbh flag march security threat devotees welcomed pride festivals come high threat perception police conducting flag marches ahead ramadan,positive,0.2,0.471,0.329,0.34
"['crossings', 'closed', 'siege', 'tightened', 'prices', 'risen', 'unbearable', 'levels', 'markets', 'full', 'goods', 'eyes', 'stare', 'regret', 'hands', 'empty', 'unable', 'pay', 'gaza', 'ramadan', 'month', 'joy', 'expansion', 'month']",crossings closed siege tightened prices risen unbearable levels markets full goods eyes stare regret hands empty unable pay gaza ramadan month joy expansion month,negative,0.201,0.671,0.128,-0.0516
"['cute', 'moments', 'ramadan', 'imran', 'khan', 'good', 'night']",cute moments ramadan imran khan good night,positive,0.0,0.459,0.541,0.7096
"['daily', 'prayer', 'times', 'haramain', 'ramadan', 'march', 'may', 'all h', 'accept', 'siy m', 'qiy m', 'acts', 'worship', 'may', 'grant', 'us', 'ability', 'utilise', 'precious', 'moments', 'remaining', 'blessed', 'month', 'engage', 'pleases', 'aameen', 'haramaininfo', 'ramadan']",daily prayer times haramain ramadan march may all h accept siy m qiy m acts worship may grant us ability utilise precious moments remaining blessed month engage pleases aameen haramaininfo ramadan,positive,0.0,0.508,0.492,0.9652
"['day', 'ramadan', 'first', 'day', 'iftar', 'fasting', 'ppl', 'handed', 'water', 'dates', 'dried', 'figs', 'ppl', 'iftar', 'mosque', 'waiting', 'maghrib', 'prayer', 'break', 'fast', 'praying', 'allah', 'accepts', 'us', 'ramadan', 'next', 'plan', 'suhoor']",day ramadan first day iftar fasting ppl handed water dates dried figs ppl iftar mosque waiting maghrib prayer break fast praying allah accepts us ramadan next plan suhoor,positive,0.0,0.844,0.156,0.5859
"['day', 'ramadan', 'may', 'allah', 'allow', 'us', 'see']",day ramadan may allah allow us see,positive,0.0,0.759,0.241,0.2263
"['day', 'ramadan', 'may', 'allah', 'continue', 'answer', 'prayers']",day ramadan may allah continue answer prayers,neutral,0.0,1.0,0.0,0.0
"['day', 'without', 'food', 'feels', 'empty', 'heart', 'without', 'allah', 'emptier', 'let', 'ramadan', 'time', 'refill', 'faith']",day without food feels empty heart without allah emptier let ramadan time refill faith,positive,0.0,0.497,0.503,0.8446
"['daylight', 'savings', 'ramadan', 'diabolical']",daylight savings ramadan diabolical,neutral,0.0,1.0,0.0,0.0
"['days', 'continuous', 'siege', 'since', 'beginning', 'ramadan', 'goods', 'market', 'high', 'prices', 'please', 'ignore', 'message', 'appeal', 'please', 'help', 'family', 'provide', 'food', 'daily', 'necessities', 'share', 'donation']",days continuous siege since beginning ramadan goods market high prices please ignore message appeal please help family provide food daily necessities share donation,positive,0.083,0.6,0.317,0.7184
"['days', 'left', 'ramadan']",days left ramadan,neutral,0.0,1.0,0.0,0.0
"['days', 'ramadan', 'allah', 'allow', 'us', 'reach', 'ramadan', 'ramadan', 'h']",days ramadan allah allow us reach ramadan ramadan h,positive,0.0,0.7,0.3,0.25
"['days', 'ramadan', 'moon']",days ramadan moon,neutral,0.0,1.0,0.0,0.0
"['dazt', 'yom', 'framadan', 'imma', 'miss', 'vibes']",dazt yom framadan imma miss vibes,negative,0.242,0.758,0.0,-0.1531
"['dearest', 'reader', 'may', 'come', 'ramadan', 'every', 'single', 'dua', 'answered', '']",dearest reader may come ramadan every single dua answered,positive,0.0,0.69,0.31,0.5574
"['deeply', 'troubling', 'witness', 'vulgar', 'images', 'recent', 'fashion', 'show', 'gulmarg', 'fact', 'event', 'descended', 'indecent', 'spectacle', 'took', 'place', 'sacred', 'month', 'ramadan', 'nothing', 'short', 'shocking', 'deplorable', 'private', 'hoteliers']",deeply troubling witness vulgar images recent fashion show gulmarg fact event descended indecent spectacle took place sacred month ramadan nothing short shocking deplorable private hoteliers,negative,0.131,0.792,0.078,-0.3685
"['delighted', 'break', 'fast', 'peshmerga', 'kirkuk', 'front', 'kurdish', 'farmers', 'area', 'wish', 'everyone', 'good', 'health', 'month', 'ramadan', 'may', 'kurdistan', 'remain', 'safe', 'prosperous']",delighted break fast peshmerga kirkuk front kurdish farmers area wish everyone good health month ramadan may kurdistan remain safe prosperous,positive,0.0,0.502,0.498,0.9313
"['despite', 'extensive', 'destruction', 'palestinian', 'family', 'gathered', 'iftar', 'first', 'day', 'ramadan', 'amid', 'rubble', 'home', 'khan', 'yunis', 'city', 'southern', 'gaza', 'strip', 'destroyed', 'israeli', 'genocide', 'lasted', 'nearly', 'months']",despite extensive destruction palestinian family gathered iftar first day ramadan amid rubble home khan yunis city southern gaza strip destroyed israeli genocide lasted nearly months,negative,0.11,0.788,0.103,-0.0521
"['despite', 'heavy', 'israeli', 'restrictions', 'palestinians', 'performed', 'first', 'friday', 'prayers', 'ramadan', 'alaqsamosque']",despite heavy israeli restrictions palestinians performed first friday prayers ramadan alaqsamosque,neutral,0.0,1.0,0.0,0.0
"['despite', 'heavy', 'israeli', 'restrictions', 'palestinians', 'performed', 'taraweeh', 'prayers', 'evening', 'alaqsamosque', 'ramadan', 'ramadan']",despite heavy israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,neutral,0.0,1.0,0.0,0.0
"['despite', 'israeli', 'restrictions', 'palestinians', 'performed', 'taraweeh', 'prayers', 'evening', 'alaqsamosque', 'ramadan', 'ramadan']",despite israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,neutral,0.0,1.0,0.0,0.0
"['despite', 'widespread', 'devastation', 'palestinian', 'families', 'gaza', 'open', 'fasts', 'destroyed', 'homes', 'ramadan']",despite widespread devastation palestinian families gaza open fasts destroyed homes ramadan,negative,0.22,0.619,0.16,-0.2187
"['distributed', 'freshly', 'prepared', 'meals', 'displaced', 'families', 'part', 'ramadan', 'campaign', 'thankful', 'immense', 'support', 'helping', 'families', 'gaza', 'link', 'donate']",distributed freshly prepared meals displaced families part ramadan campaign thankful immense support helping families gaza link donate,positive,0.0,0.553,0.447,0.8591
"['donatetoskmch', 'generously', 'ramadan']",donatetoskmch generously ramadan,positive,0.0,0.417,0.583,0.4215
"['', '', 'donations', 'almost', 'non-existent', 'light', 'high', 'prices', 'holy', 'month', 'ramadan', 'hope', 'stand', 'idly', 'look', 'tragedy']",donations almost non-existent light high prices holy month ramadan hope stand idly look tragedy,negative,0.228,0.622,0.15,-0.3612
"['dramatic', 'ass', 'would', 'survive', 'first', 'day', 'ramadan', 'house']",dramatic ass would survive first day ramadan house,negative,0.333,0.667,0.0,-0.5423
"['du a', 'start', 'ramadan', 'strong', '']",du a start ramadan strong,positive,0.0,0.548,0.452,0.5106
"['du aas', 'change', 'life', 'rama n', '', 'thread']",du aas change life rama n thread,positive,0.0,0.632,0.368,0.5423
"['dua', 'fasting', 'person', 'rejected', 'please', 'forget', 'mention', 'palestine', 'oppressed', 'muslims', 'ramadan', '', '', '']",dua fasting person rejected please forget mention palestine oppressed muslims ramadan,negative,0.472,0.398,0.131,-0.7184
"['dua s', 'change', 'life', 'ramadan', '', 'thread']",dua s change life ramadan thread,neutral,0.0,1.0,0.0,0.0
"['dua', 'start', 'ramadan', 'strong']",dua start ramadan strong,positive,0.0,0.476,0.524,0.5106
"['duas', 'change', 'life', 'ramadan']",duas change life ramadan,neutral,0.0,1.0,0.0,0.0
"['duas', 'memorize', 'ramadan']",duas memorize ramadan,neutral,0.0,1.0,0.0,0.0
"['due', 'ramadan', 'muslim', 'woman', 'covered', 'mannequins', 'clothing', 'store', 'saying', 'might', 'tempting', 'men']",due ramadan muslim woman covered mannequins clothing store saying might tempting men,neutral,0.0,1.0,0.0,0.0
"['e', 'safety', 'commissioner', 'says', 'pictures', 'bacon', 'egg', 'rolls', 'posted', 'ramadan', 'press', '', 'love', 'bacon', 'egg', 'rolls']",e safety commissioner says pictures bacon egg rolls posted ramadan press love bacon egg rolls,positive,0.0,0.65,0.35,0.7906
"['earlier', 'today', 'state', 'house', 'mosque', 'represented', 'boss', 'president', 'opening', 'tafseer', 'month', 'ramadan', 'delivering', 'message', 'called', 'fervent', 'prayers', 'country', 'leaders', 'peace', 'stability', 'progress', 'nation']",earlier today state house mosque represented boss president opening tafseer month ramadan delivering message called fervent prayers country leaders peace stability progress nation,positive,0.0,0.704,0.296,0.8126
"['effective', 'ramadan', 'lifehacks']",effective ramadan lifehacks,positive,0.0,0.392,0.608,0.4767
"['egyptians', 'preparations', 'holy', 'month', 'ramadan']",egyptians preparations holy month ramadan,neutral,0.0,1.0,0.0,0.0
"['embassy', 'russia', 'sends', 'warmest', 'wishes', 'muslims', 'pakistan', 'holy', 'month', 'ramadan', 'ramadan', 'kareem']",embassy russia sends warmest wishes muslims pakistan holy month ramadan ramadan kareem,positive,0.0,0.699,0.301,0.5106
"['end', 'ramadan', 'allah', 'heal', 'heart', 'ease', 'burdens', 'fill', 'peace']",end ramadan allah heal heart ease burdens fill peace,positive,0.141,0.282,0.576,0.8271
"['engagement', 'find', 'thread', 'ramadan', 'tell', 'muslims', 'eating', 'hours', 'big', 'deal']",engagement find thread ramadan tell muslims eating hours big deal,positive,0.0,0.75,0.25,0.4588
"['even', 'ramadan', 'find', 'brothers', 'sisters', 'able', 'north', '']",even ramadan find brothers sisters able north,neutral,0.0,1.0,0.0,0.0
"['even', 'saudi', 'arabia', 'uae', 'islam', 'central', 'ramadan', 'deeply', 'revered', 'schools', 'remain', 'open', 'informs', 'northern', 'states', 'christian', 'association', 'nigeria', 'criticized', 'directive', 'close', 'schools', 'bauchi', 'katsina', 'kano', 'kebbi', 'states']",even saudi arabia uae islam central ramadan deeply revered schools remain open informs northern states christian association nigeria criticized directive close schools bauchi katsina kano kebbi states,positive,0.08,0.804,0.116,0.2716
"['ever', 'performed', 'umrah', 'ramadan']",ever performed umrah ramadan,neutral,0.0,1.0,0.0,0.0
"['ever', 'travelled', 'perform', 'umrah', 'ramadan']",ever travelled perform umrah ramadan,neutral,0.0,1.0,0.0,0.0
"['every', 'flower', 'soul', 'blossoming', 'nature', 'happy', 'thursday', 'ramadan', 'kareem']",every flower soul blossoming nature happy thursday ramadan kareem,positive,0.0,0.684,0.316,0.5719
"['every', 'second', 'ramadan', 'precious', 'invest', 'dhikr', 'allah']",every second ramadan precious invest dhikr allah,positive,0.0,0.619,0.381,0.5719
"['every', 'weekend', 'ramadan', 'street', 'fights', 'take', 'place', 'many', 'cities', 'across', 'france', 'inspired', 'immigrant', 'communities', 'traditions', 'become', 'integral', 'part', 'ramadan', 'celebrations', 'france']",every weekend ramadan street fights take place many cities across france inspired immigrant communities traditions become integral part ramadan celebrations france,positive,0.108,0.763,0.129,0.128
"['everyone', 'celebrating', 'month', 'wish', 'safe', 'blessed', 'ramadan', '']",everyone celebrating month wish safe blessed ramadan,positive,0.0,0.185,0.815,0.9217
"['everyone', 'celebrating', 'wish', 'safe', 'blessed', 'ramadan']",everyone celebrating wish safe blessed ramadan,positive,0.0,0.132,0.868,0.9217
"['everyone', 'fasting', 'ramadan', 'work', 'lunch']",everyone fasting ramadan work lunch,neutral,0.0,1.0,0.0,0.0
"['everyone', 'stop', 'eating', 'ramadan', 'show', 'respect', 'muslims', 'trans-fasting']",everyone stop eating ramadan show respect muslims trans-fasting,positive,0.195,0.531,0.274,0.2263
"['everyone', 'west', 'ham', 'united', 'wish', 'peaceful', 'blessed', 'ramadan']",everyone west ham united wish peaceful blessed ramadan,positive,0.0,0.241,0.759,0.9118
"['family', 'gaza', 'prepares', 'ramadan', 'iftar']",family gaza prepares ramadan iftar,neutral,0.0,1.0,0.0,0.0
"['family', 'gaza', 'prepares', 'ramadan', 'iftar', 'rubble', 'destroyed', 'home']",family gaza prepares ramadan iftar rubble destroyed home,negative,0.314,0.686,0.0,-0.4939
"['fast', 'ramadan', 'mindset', 'sins', 'forgiven', '']",fast ramadan mindset sins forgiven,negative,0.349,0.349,0.302,-0.1027
"['fasted', 'ramadan', '']",fasted ramadan,neutral,0.0,1.0,0.0,0.0
"['fasting', 'humbles', 'body', 'elevates', 'soul', 'starves', 'ego', 'feeds', 'heart', 'paradox', 'ramadan']",fasting humbles body elevates soul starves ego feeds heart paradox ramadan,positive,0.278,0.473,0.249,0.128
"['fasting', 'ramadan', 'protects', 'cancers', 'ramadan', 'fasting', 'get', 'best', 'worlds', 'spiritual', 'growth', 'improved', 'health', 'fasting', 'nourishes', 'soul', 'enhancing', 'body', 'well-being', 'fasting', 'missing', 'big', 'time']",fasting ramadan protects cancers ramadan fasting get best worlds spiritual growth improved health fasting nourishes soul enhancing body well-being fasting missing big time,positive,0.068,0.556,0.377,0.875
"['fasting', 'ramadan', 'umrah', 'felt', 'weak', 'sat', 'said', 'goodbye', 'family', 'passed', 'away', 'may', 'allah', 'give', 'us', 'beautiful', 'ending', 'well']",fasting ramadan umrah felt weak sat said goodbye family passed away may allah give us beautiful ending well,positive,0.121,0.628,0.251,0.4767
"['favourite', 'types', 'dates', 'ramadan']",favourite types dates ramadan,neutral,0.0,1.0,0.0,0.0
"['feeling', 'sorry', 'rana', 'arfa', 'how ll', 'survive', 'ramadan', 'saudi', 'crown', 'prince', 'mbs', '', '', 'ah', 'revealed', 'quran', 'prophet', 'implemented', 'quran', 'always', 'open', 'interpretation', 'fixed', 'schools', 'thought', 'also', 'accepted', 'earth', 'flat', 'anymore']",feeling sorry rana arfa how ll survive ramadan saudi crown prince mbs ah revealed quran prophet implemented quran always open interpretation fixed schools thought also accepted earth flat anymore,positive,0.042,0.841,0.117,0.3182
"['feeling', 'unmotivated', 'ramadan', 'try', '']",feeling unmotivated ramadan try,negative,0.407,0.339,0.254,-0.2263
"['felicitations', 'moonsighting', 'ramadan', 'h', 'ramadan', 'month', 'qur', 'revealed', 'guide', 'humanity', 'clear', 'proofs', 'guidance', 'decisive', 'authority', 'whoever', 'among', 'witnesses', 'month']",felicitations moonsighting ramadan h ramadan month qur revealed guide humanity clear proofs guidance decisive authority whoever among witnesses month,positive,0.0,0.734,0.266,0.5859
"['felt', 'ashamed', 'broke', 'fast', 'ramadan', 'meal', 'available', 'previous', 'day']",felt ashamed broke fast ramadan meal available previous day,negative,0.457,0.543,0.0,-0.7096
"['fight', 'name', 'jesus', 'christ', 'christians', 'slaughtered', 'syria', 'vatican', 'cardinals', 'celebrate', 'ramadan', 'islam', 'biggest', 'threat', 'humanity']",fight name jesus christ christians slaughtered syria vatican cardinals celebrate ramadan islam biggest threat humanity,negative,0.276,0.553,0.171,-0.3182
"['fih', 'chop', 'smoke', 'try', 'ramadan']",fih chop smoke try ramadan,neutral,0.0,1.0,0.0,0.0
"['finally', 'defeated', 'satanic', 'team', 'beautiful', 'month', 'ramadan']",finally defeated satanic team beautiful month ramadan,positive,0.258,0.417,0.325,0.2023
